ID,datetime,siteid,offerid,category,merchant,countrycode,browserid,devid,click
IDS5yQhuP,11/01/17 17:44,4075829,918165,81229,56546102,b,Google Chrome,Mobile,0
IDchOb7Mo,14/01/17 12:47,,921822,34670,83909736,b,Edge,Tablet,0
IDDxqzlVn,14/01/17 14:37,3325794,865118,6906,99510044,b,Edge,Tablet,0
IDPXOX5Ly,11/01/17 14:37,7838124,823127,904,2050923,a,Firefox,Mobile,0
IDhylg9Zq,12/01/17 09:20,2318630,415112,9764,13742268,f,Firefox,Mobile,0
IDUGhfwix,18/01/17 09:09,1466152,395130,73248,83960204,b,Google Chrome,Mobile,0
IDNw2hjD7,16/01/17 17:25,2033668,618047,97807,26391770,d,Edge,Tablet,0
IDon7NKuO,16/01/17 03:35,1455668,711163,98552,17990842,b,Firefox,Mobile,0
IDiFtWeVf,14/01/17 11:24,574349,783534,6906,99510044,a,Firefox,Mobile,0
IDQbvcnZi,17/01/17 14:16,1240112,185482,34670,41475976,e,Firefox,Mobile,0
IDnXEIJUP,11/01/17 19:34,3766727,174625,66786,20301556,a,Edge,Tablet,0
IDGmeHdre,13/01/17 16:11,4829050,861467,12211,87903766,a,InternetExplorer,Desktop,0
IDaxxTHyx,20/01/17 11:14,1009372,35485,53956,91553313,b,Edge,Tablet,0
IDRNcrYYV,17/01/17 11:18,36994,240105,6906,99510044,c,Firefox,Mobile,0
IDui5fijX,10/01/17 18:25,,29535,89522,47079934,b,Internet Explorer,Tablet,0
ID23uYi4r,14/01/17 08:56,2024679,168626,2053,27723861,e,,Tablet,0
IDAsjUQrB,10/01/17 17:15,3011623,100734,12052,39507200,a,Firefox,Mobile,0
IDwL5nVWy,13/01/17 14:45,7076009,334658,71441,7122654,e,Firefox,Mobile,0
IDr7YZGFz,18/01/17 12:53,,290131,6906,99510044,b,Mozilla Firefox,Desktop,0
IDoLZVvCY,10/01/17 11:00,9759069,877673,33287,46997962,a,Chrome,Desktop,0
IDJfaVqb1,19/01/17 09:40,,351624,34670,87807327,b,Mozilla Firefox,Desktop,0
IDyWYKof7,14/01/17 12:19,,560138,41640,29916445,a,Edge,Tablet,0
ID8ZowmEA,20/01/17 14:08,7175116,475791,6906,99510044,d,Firefox,Mobile,0
IDXwKgnhk,17/01/17 10:10,4432342,564594,93286,90093962,a,Firefox,Mobile,0
ID7MIg4ng,12/01/17 16:07,9746090,165720,45620,54630329,b,Mozilla,,0
ID6Nfkfqc,20/01/17 09:00,2975912,667117,6436,78365183,b,Firefox,,0
IDsDmQ4vt,13/01/17 10:33,576099,126039,17714,74363610,b,Firefox,Mobile,0
IDO2gkiRl,17/01/17 15:18,9065089,77724,82877,38492160,f,Mozilla Firefox,Desktop,0
IDdYbBnWU,12/01/17 14:56,8525045,96992,1069,98332604,b,Firefox,Mobile,0
IDZ1KXkaa,19/01/17 17:30,6548453,266346,28416,2316522,b,Edge,Tablet,0
IDSeWrZxu,13/01/17 11:54,8720884,982018,22023,48644561,b,IE,Mobile,0
IDm5h4SV0,18/01/17 10:22,2817379,242330,40339,68646414,c,Internet Explorer,Tablet,1
ID0yjdBnm,17/01/17 03:24,9242795,20410,6906,99510044,a,Firefox,Mobile,0
ID0Sss8U9,19/01/17 16:22,2205591,382869,40339,43452411,b,Mozilla Firefox,Desktop,0
IDJVX7CNu,16/01/17 11:32,,903986,35046,54630329,b,Mozilla,Desktop,0
ID1wuNpB4,18/01/17 06:16,8635209,557298,81229,49384126,a,Firefox,,0
IDGn0lRgH,17/01/17 15:50,,435639,42227,96823930,b,Firefox,,0
IDP47zAVj,16/01/17 14:37,1187545,352041,92704,54526992,b,Google Chrome,Mobile,0
IDo85Wei4,12/01/17 10:04,6181675,991604,42227,43770446,b,Firefox,Mobile,0
IDtK9Umk2,18/01/17 17:34,9129289,1737,6906,71165566,b,Firefox,Mobile,0
IDd0sHQia,16/01/17 13:37,238506,330936,34670,1569330,b,Edge,Tablet,0
IDuGE3zas,10/01/17 10:04,6925231,675079,15912,27578501,e,Mozilla,Desktop,0
IDLxMZoFA,15/01/17 17:49,9737606,792430,35046,54630329,a,Google Chrome,Mobile,0
ID7wWYMdW,17/01/17 10:46,,369679,6906,99510044,b,Chrome,Desktop,0
IDMLeSSnO,14/01/17 13:36,,421273,6906,99510044,b,Firefox,Mobile,0
IDNUfB4qI,10/01/17 08:36,4280636,403324,73362,86409024,b,Firefox,Mobile,0
IDt3NmXmU,17/01/17 11:17,3270397,338351,73248,61940782,f,Safari,,0
IDy0gpjMK,15/01/17 14:30,5570608,817705,82877,67290861,a,InternetExplorer,Desktop,0
IDma0VLgY,16/01/17 08:21,8842913,963610,40339,83172146,f,Mozilla Firefox,Desktop,0
ID0qoUPxK,20/01/17 17:32,387798,608768,82877,38492160,e,Edge,Tablet,0
IDmL3e7EC,10/01/17 18:24,641700,845646,49810,57977218,a,,Mobile,0
IDBnfKtNc,11/01/17 09:30,9792677,78358,84974,74699062,f,Firefox,Mobile,0
ID3sVnfJ4,17/01/17 10:09,2817379,381325,40339,90276693,b,Firefox,,0
ID9THliZx,12/01/17 08:48,5127798,189161,37055,7864011,a,Mozilla Firefox,Desktop,0
IDQ9AVqFI,14/01/17 12:22,7802137,545783,10345,64511164,e,Edge,Tablet,0
IDmcuOl8Y,13/01/17 12:32,365285,660194,93286,46997962,b,,Mobile,0
IDwKweebn,14/01/17 09:03,4207667,950856,70191,72780377,b,Firefox,Mobile,0
IDDv6SqbD,19/01/17 17:30,2275510,785835,36768,78406516,b,Edge,Tablet,0
IDPsy7Xk8,19/01/17 11:53,338595,337531,68947,5716520,d,,Desktop,0
IDFRwMime,11/01/17 17:23,7340673,631737,9764,8837581,b,Firefox,Mobile,0
IDx1NDG8u,20/01/17 08:15,6476133,398705,97863,3156697,c,Chrome,Desktop,0
ID5hreoN7,12/01/17 08:47,5232557,968610,80554,61940782,b,Firefox,Mobile,0
ID9iqbHYc,13/01/17 12:02,6611810,619645,54125,7122654,f,Edge,Tablet,0
IDNELsm1V,15/01/17 18:38,,736255,10345,26461535,e,Firefox,Mobile,0
IDKFpz4CD,18/01/17 07:07,,181687,54916,7864011,b,Edge,Tablet,0
IDHJGI810,17/01/17 09:26,7374270,492974,70409,43770446,a,Mozilla,Desktop,0
IDfHVXNDj,10/01/17 14:44,7039056,948593,20322,95302954,d,Mozilla Firefox,Desktop,0
IDp4xItGb,10/01/17 07:13,3556204,471916,10345,33683592,a,InternetExplorer,Desktop,0
ID1r5xzPo,19/01/17 13:20,3048096,335840,72276,18243870,a,Edge,Tablet,0
ID95EYVto,14/01/17 07:48,7641490,622531,8467,37135965,b,Edge,Tablet,0
IDiYFmWDm,15/01/17 13:37,9104165,20505,34670,78365183,a,Edge,,0
ID3j6vJd7,13/01/17 15:24,6112735,994302,20665,2835657,f,Firefox,Mobile,0
IDRxXN6Ft,14/01/17 11:44,296190,329041,97863,56008048,a,InternetExplorer,,0
IDeSC87Nb,12/01/17 12:53,1837492,511794,95113,65017662,b,Edge,Tablet,0
IDHU5q0RU,12/01/17 12:40,6850014,944984,41706,4000296,a,Firefox,Mobile,0
IDZvDi5HF,20/01/17 15:38,974060,836930,15912,7864011,b,Firefox,Mobile,0
IDpePbyPV,20/01/17 11:56,,520445,84974,78683718,b,Firefox,Mobile,0
IDbVi48sn,19/01/17 12:09,,916921,30580,74868704,a,Firefox,Mobile,0
ID2QN6lzv,16/01/17 17:14,9981460,266445,45620,31388981,f,InternetExplorer,,1
ID3SCmVt0,17/01/17 13:02,1092681,372905,11837,56546102,b,Mozilla,Desktop,0
IDSN6S65z,16/01/17 17:54,4448494,964141,74263,27723861,a,Edge,Tablet,0
ID3g7uBtT,14/01/17 10:37,6877765,52145,80554,61940782,a,Edge,Tablet,0
ID4WfCi3Y,18/01/17 15:33,9446253,149084,97863,87807327,b,Edge,Tablet,0
IDPnQOczD,19/01/17 15:48,1402501,707835,15124,99558603,b,Chrome,Desktop,0
IDIKM53iU,11/01/17 11:51,7206262,884471,33638,13789995,b,Edge,Tablet,0
IDFjjb6VJ,20/01/17 03:13,7680259,777615,30580,67147700,b,Google Chrome,Mobile,0
IDrYe4D8e,15/01/17 13:03,218236,983490,35046,54630329,d,InternetExplorer,Desktop,1
IDTlgyHhp,20/01/17 12:18,6726314,538799,42227,18243870,c,Mozilla Firefox,Desktop,0
IDHdA3WNN,20/01/17 12:10,7614195,984724,93286,46997962,c,Mozilla,,0
IDEUqj63f,12/01/17 17:48,4081703,234464,54343,3638268,a,Mozilla,Desktop,0
ID9HxWuc1,17/01/17 09:58,2056877,883466,40339,43452411,a,Firefox,Mobile,0
IDWhyRXlv,18/01/17 17:47,8839483,874390,42227,49384126,e,Edge,Tablet,0
IDPL5Qrpc,14/01/17 16:19,7962836,58217,49810,43526789,f,Opera,Mobile,0
IDLdHnZZC,13/01/17 08:39,5784025,180230,62949,77046603,c,Edge,Tablet,0
ID1VzWAKy,14/01/17 12:34,2733519,12836,6906,71165566,b,,Mobile,0
IDLCxQZyh,10/01/17 11:47,2540469,257577,904,74363610,b,Mozilla,Desktop,0
ID1nodpdr,20/01/17 17:34,4413262,765999,97863,21117437,b,Chrome,Desktop,0
ID8NwqIa2,12/01/17 09:01,4611110,30856,95113,65017662,a,Edge,Tablet,0
IDc05aDmF,15/01/17 12:32,3636407,751449,1678,43526789,b,Firefox,Mobile,0
IDpWhxOQF,12/01/17 12:16,9030343,25853,6906,99510044,c,InternetExplorer,Desktop,1
IDYj42iQk,14/01/17 15:48,5597219,442112,82396,9556126,a,Edge,,0
IDXyr2pKQ,11/01/17 09:36,4400507,963697,23576,16150900,a,Google Chrome,Mobile,0
ID442Z6Cb,18/01/17 16:38,4720945,950577,41706,79906734,b,,Tablet,0
IDyjXLY5Y,16/01/17 11:32,8004125,718206,9764,50595884,b,Firefox,,0
IDs6O31zo,14/01/17 16:50,4836001,570609,2053,27723861,a,InternetExplorer,,0
IDIEbcCgs,13/01/17 12:17,6823313,781508,93286,47079934,b,Google Chrome,,0
IDPTPGgTI,18/01/17 11:20,7033740,181252,40339,50706198,b,,Mobile,0
IDcammwPq,14/01/17 10:59,4462174,740299,904,74363610,a,Firefox,Mobile,0
IDXbpQxT9,17/01/17 17:06,7950015,198769,93286,16370981,b,Firefox,Mobile,0
IDWudHbec,15/01/17 08:58,3998456,434772,26962,77896159,b,InternetExplorer,,0
IDtJKyBVE,12/01/17 14:55,1052123,332242,40339,43452411,c,Firefox,Mobile,0
IDuWON7xz,18/01/17 12:04,,726166,40339,43452411,d,Edge,Tablet,0
ID8PNHVZ0,14/01/17 10:06,1011570,655548,41706,60761242,f,InternetExplorer,Desktop,1
IDGMj0Znt,12/01/17 09:53,9225765,925133,97863,3156697,b,Firefox,Mobile,0
IDtaAtY49,13/01/17 15:00,745170,555929,92902,555603,b,IE,Mobile,0
IDD8QnN7o,11/01/17 15:12,437252,915890,98552,17990842,e,Edge,,0
IDiBGYk2S,13/01/17 12:30,8769838,462162,42227,21153737,b,Chrome,Desktop,0
IDDD5G9ml,11/01/17 12:00,6539087,883466,40339,43452411,b,Firefox,Mobile,0
ID8MNWbwn,18/01/17 10:54,9124633,330122,95113,65017662,b,Edge,,0
IDiUhE0yk,10/01/17 18:42,2444167,418940,71833,26391770,b,Chrome,Desktop,0
IDhmDeQOL,13/01/17 11:23,9417206,1856,42227,96823930,f,Internet Explorer,Tablet,0
IDnJYVXE7,13/01/17 14:30,3805448,567476,40339,7181598,b,Firefox,Mobile,0
IDofcsE7H,12/01/17 09:51,5266579,385568,14345,555603,c,InternetExplorer,Desktop,1
IDuibo7tQ,16/01/17 06:36,6653282,164428,2053,27723861,a,Edge,Tablet,0
IDnl8eCYl,14/01/17 10:37,,230026,8467,88843407,d,Google Chrome,Mobile,0
IDf7jLkIG,16/01/17 08:39,5600819,60641,48498,55358028,b,Google Chrome,Mobile,0
IDZZ3yjG6,11/01/17 17:28,8436374,678918,6906,99510044,f,Firefox,Mobile,0
IDFQHmqpN,20/01/17 07:36,,192865,87732,18481500,a,Google Chrome,Mobile,0
IDnEMb17H,11/01/17 02:04,8639660,222952,17714,74363610,e,Firefox,Mobile,0
IDEE5AOXh,10/01/17 14:07,9321865,231427,17714,26391770,c,InternetExplorer,Desktop,1
IDjWdcm2m,15/01/17 03:51,,172237,42227,70821774,e,Safari,Tablet,0
IDdOgEVIe,20/01/17 12:05,4399871,831197,904,26391770,e,Internet Explorer,Tablet,0
IDOdpB0r1,16/01/17 10:58,8417535,94808,56811,67147700,a,Firefox,Mobile,0
IDdx1CBUn,15/01/17 13:52,4606668,367568,68947,30860214,e,Internet Explorer,Tablet,0
IDmrNLSdA,18/01/17 12:36,2964525,461355,68847,73725102,d,Firefox,Mobile,0
IDzGGS9jd,19/01/17 09:47,884877,79790,33949,64322853,a,Google Chrome,Mobile,0
IDoUslmvv,17/01/17 11:12,8487315,126095,25085,51368560,b,Edge,Tablet,0
ID24HeUch,11/01/17 18:04,1411750,343309,48498,55358028,a,Edge,Tablet,0
ID29j1IOg,13/01/17 13:08,7400214,743279,36768,67290861,f,Firefox,,0
IDapv3LVf,14/01/17 16:18,5891821,582426,43897,37236044,b,InternetExplorer,,0
IDuBt8jna,15/01/17 12:29,,298611,12211,55358028,a,Firefox,Mobile,0
IDKqaEucJ,14/01/17 15:35,4519529,816915,40339,37135965,e,InternetExplorer,,0
IDFLxBQE4,16/01/17 16:09,2991315,267929,97863,36994522,a,Mozilla,Desktop,0
IDREudLwR,18/01/17 12:47,3309232,426643,45620,31388981,b,Firefox,Mobile,0
IDrHl5Lkd,20/01/17 07:54,7930294,10962,42227,32738053,b,Edge,Tablet,0
IDxnpp5lK,12/01/17 12:41,8100093,507254,99914,20301556,a,Edge,Tablet,0
ID81zwX81,11/01/17 17:53,31976,407943,33287,46997962,b,Edge,,0
ID2Mt5HnU,10/01/17 17:19,9482895,407715,93286,90093962,b,Edge,Tablet,0
IDX1AebHV,16/01/17 13:54,3076543,32732,97863,36994522,b,Firefox,,0
IDxrFHmq1,14/01/17 04:19,6522950,916940,95113,65017662,a,Mozilla Firefox,Desktop,0
ID7W5qIBh,19/01/17 13:14,6071100,723301,54343,4237811,a,Edge,,0
IDjHO3n84,13/01/17 16:17,1048780,861728,96313,555603,e,Mozilla,Desktop,0
IDaPeI1xQ,11/01/17 12:00,4335132,249111,74802,82291592,a,Google Chrome,Mobile,0
ID9hokA2X,16/01/17 12:59,396018,763821,80554,57977218,e,Safari,Tablet,0
IDFAiEttM,14/01/17 13:38,7624518,142476,68847,58604466,a,Firefox,Mobile,0
IDymPyMjf,18/01/17 17:49,1271943,128097,23576,51854755,a,Chrome,Desktop,0
IDsYukkqw,12/01/17 11:04,5258810,443578,25015,26391770,c,Edge,Tablet,0
IDm2j7NZ7,15/01/17 14:52,8417535,582634,95113,99770433,f,Firefox,Mobile,0
IDYGORAtt,12/01/17 15:56,8163225,915183,82877,38492160,b,Firefox,Mobile,0
IDUCwRMUq,10/01/17 11:56,7205236,764393,73248,13742268,b,Firefox,Mobile,0
IDqJFgPfo,15/01/17 14:29,7172113,93224,8467,30860214,b,Edge,Tablet,0
IDwJz3R51,15/01/17 10:28,8943024,676607,6906,99510044,b,Chrome,Desktop,0
IDXh0vLtd,14/01/17 16:46,7830931,865736,68947,30860214,f,Mozilla Firefox,,0
IDaSkFnMn,12/01/17 16:13,6632959,22617,92704,93157824,b,Edge,Tablet,0
IDiOTVoW2,16/01/17 12:51,8459881,36053,96184,64322853,a,Firefox,Mobile,0
IDRWH1bR1,19/01/17 13:31,2079628,655081,82396,7122654,a,Mozilla,Desktop,0
IDMsVW6sM,17/01/17 16:01,6509164,7029,62809,29916445,b,InternetExplorer,Desktop,0
IDjSy9dP4,12/01/17 09:22,8058897,730268,48498,81968512,d,Firefox,Mobile,0
IDKDn9zmY,17/01/17 17:48,9990785,737973,42227,18243870,b,Firefox,,0
IDyDMbs7j,13/01/17 13:12,1690046,68434,26962,7122654,b,Edge,Tablet,0
IDXFvjtcR,16/01/17 11:09,9346297,362016,34670,87807327,c,InternetExplorer,Desktop,1
IDaBq1MWs,20/01/17 10:39,7467355,516908,10345,33683592,f,Firefox,Mobile,0
IDTCrds39,12/01/17 14:58,8010239,783279,48498,35888759,f,Firefox,Mobile,0
IDklvFhSo,19/01/17 07:44,,567495,87895,7122654,a,Edge,Tablet,0
IDjvJVViq,14/01/17 11:31,9753688,932695,98552,15961717,a,Google Chrome,Mobile,0
IDiNtMswx,12/01/17 14:34,7629740,856320,10345,17777318,a,,Tablet,0
IDuWgPH52,17/01/17 10:32,6432558,417568,56811,26391770,c,Edge,,0
IDUyHMUvW,18/01/17 16:27,4836001,78823,25491,46512126,b,Edge,Tablet,0
IDrZT22aA,11/01/17 19:16,7238068,162752,904,58604466,a,,Desktop,0
IDwcHJhRS,17/01/17 17:00,4757704,988395,40339,37135965,b,Edge,Tablet,0
IDDvFn0bk,11/01/17 06:25,3665704,139562,42227,96823930,b,Edge,Tablet,0
ID3ZVOfiI,11/01/17 08:05,9618236,921202,904,94350426,d,Edge,Tablet,0
IDl5IctJa,18/01/17 12:56,5239968,979241,10345,26461535,c,Edge,Tablet,0
IDDIiJAaF,20/01/17 17:59,2562168,177043,12211,49384126,a,Edge,,0
ID5hzRAeq,13/01/17 12:52,1244847,103249,40339,43452411,b,Edge,Tablet,0
IDdL917UN,17/01/17 11:26,6610527,696640,10345,26461535,f,Firefox,Mobile,0
IDmGVtizI,16/01/17 17:23,3737860,630047,8414,18243870,d,Firefox,Mobile,0
IDuH0OGVu,11/01/17 13:11,2342470,128629,92704,87903766,b,Opera,Mobile,0
IDwzpj5MJ,15/01/17 12:34,8387702,160575,73248,57977218,b,Edge,Tablet,0
ID363jQSp,20/01/17 03:05,7386048,32183,40339,43452411,e,Edge,Tablet,0
IDvX4OXud,20/01/17 17:25,1733587,49485,79456,27723861,e,Firefox,,0
IDBSbEpab,20/01/17 14:29,6319613,48642,50088,49384126,d,Firefox,Mobile,0
IDO9Tsjnf,13/01/17 10:37,8796773,278429,15912,7864011,b,Edge,Tablet,0
IDSJtSln9,17/01/17 10:26,5426149,181701,34670,1569330,b,Firefox,,0
ID8jEM0C1,18/01/17 12:43,7522170,153310,17714,61682792,b,Mozilla,Desktop,0
IDlA8QaIM,20/01/17 13:50,623838,166138,21407,48626108,a,Firefox,Mobile,0
IDKf2bRZ2,12/01/17 18:21,1697403,433752,43897,48615529,a,Firefox,Mobile,0
ID9fAFffg,16/01/17 15:47,9706746,835312,7126,28452818,a,Mozilla,Desktop,0
IDVxMEQqO,13/01/17 11:39,,441059,82877,91553313,b,Mozilla,Desktop,0
IDgi3w3jk,19/01/17 16:42,8646918,863776,92902,79906734,b,Internet Explorer,Tablet,0
ID5HUEUmM,16/01/17 11:54,3188119,902445,17714,29916445,b,Edge,Tablet,0
ID4s4qS3W,12/01/17 12:29,6458602,313711,6906,99510044,c,Firefox,,0
IDbd00jaH,19/01/17 17:54,4031729,12103,31158,47079934,b,Google Chrome,Mobile,0
IDXJUl55z,17/01/17 13:46,,75978,1678,36110244,b,Mozilla,,0
IDY9PrISo,13/01/17 17:32,2718213,697542,33638,555603,a,Google Chrome,Mobile,0
IDScE9jl8,16/01/17 15:25,7490053,396255,36768,91553313,b,Edge,Tablet,0
IDO8PjQnj,19/01/17 17:07,6174110,867032,82877,38492160,b,Firefox,,0
IDimCBrdN,19/01/17 08:21,9861328,618225,80524,75222797,f,Mozilla Firefox,Desktop,0
ID0SKrZsT,17/01/17 11:49,9008871,246680,10345,33683592,a,Mozilla Firefox,Desktop,0
IDQVt7fYo,13/01/17 14:09,278114,782485,6906,71165566,e,Mozilla,Desktop,0
IDrFyaG6z,11/01/17 11:54,6988538,946778,15124,99558603,b,Internet Explorer,Tablet,0
ID33iS0y1,20/01/17 08:23,7819785,649939,42227,71040875,b,Edge,Tablet,0
IDisabd3D,20/01/17 11:44,4026192,676982,77521,70239921,f,Google Chrome,Mobile,0
IDydXoT6t,14/01/17 06:32,,293134,80554,74868704,b,InternetExplorer,,1
IDY3WVXLp,13/01/17 12:00,,721629,70384,2050923,f,Edge,Tablet,0
ID5cBRmyL,14/01/17 12:06,4608759,302046,53956,52437512,a,Firefox,Mobile,0
IDdrLag64,12/01/17 11:48,,950174,904,74363610,d,Firefox,Mobile,0
IDRm9lFHv,17/01/17 10:47,6726107,491538,73248,50706198,b,Firefox,Mobile,0
IDOwjKVRx,17/01/17 14:54,883106,784513,93188,15322811,a,Firefox,Mobile,0
IDjvQcXhl,16/01/17 20:49,3716562,85291,19388,47941469,e,Google Chrome,,1
IDSZ1CEec,11/01/17 18:59,,427139,48498,55358028,b,Mozilla,,0
IDOvfevh9,19/01/17 17:00,9867462,558176,83717,27723861,b,Safari,Tablet,0
IDHthip8Z,19/01/17 14:16,6880753,742885,5393,83172146,b,InternetExplorer,Desktop,0
IDeMqhOHb,11/01/17 14:00,,493431,40339,49384126,a,Edge,Tablet,0
ID9A3eyUI,11/01/17 17:48,9123778,110437,83717,91553313,b,Chrome,Desktop,0
IDmTAuq4a,12/01/17 10:12,,470930,41706,4000296,b,Mozilla,Desktop,0
IDHBugg3b,12/01/17 15:55,9082945,899930,904,74363610,b,Firefox,Mobile,0
IDuNTjvWw,14/01/17 13:47,8350504,683069,3037,30349169,a,InternetExplorer,Desktop,0
ID6gdQ9cr,19/01/17 06:26,2946135,654238,904,2050923,a,Edge,Tablet,0
IDJEohaVF,13/01/17 15:31,5221515,873395,6906,99510044,e,Firefox,Mobile,0
ID6kVy0xF,11/01/17 09:53,733838,178378,6906,98830533,e,Mozilla Firefox,Desktop,0
IDTpyZHEZ,16/01/17 14:19,8459837,171665,41706,75166058,f,InternetExplorer,Desktop,0
IDHTCqZ09,11/01/17 11:55,4235507,219699,6906,99510044,a,InternetExplorer,Desktop,0
IDCU92WVG,12/01/17 11:36,3874878,478489,9764,84522677,b,Edge,Tablet,0
IDxMG4Lsk,13/01/17 10:25,8629515,176385,82396,26461535,b,Mozilla,Desktop,0
IDatt6pE5,12/01/17 12:48,5977473,154103,23576,16150900,b,Mozilla,Desktop,0
IDwfVDtzI,10/01/17 13:07,3382987,244752,92704,93157824,e,Mozilla,Desktop,1
IDzolQobo,14/01/17 12:48,,232453,48430,55420443,b,Edge,Tablet,0
IDeUKNYIc,18/01/17 16:15,6367864,296027,82877,64481853,b,Firefox,,0
IDdgW3MK7,15/01/17 11:46,9744461,261409,6906,99510044,b,Firefox,Mobile,0
IDba72yPy,15/01/17 02:32,8994151,529879,92902,47079934,e,Edge,Tablet,0
IDe91v5Ae,15/01/17 09:31,184254,174994,17714,74363610,b,Edge,Tablet,0
ID0gXLxEG,10/01/17 15:56,3676799,103058,54916,7864011,b,Edge,Tablet,0
IDjdOVMmd,17/01/17 09:15,4446138,906548,46955,81826544,b,Opera,Mobile,0
IDhXGo6ov,18/01/17 13:52,4496127,964579,904,26391770,e,Edge,Tablet,0
IDnAZ4a28,15/01/17 14:39,7968906,193932,93286,27723861,b,Edge,Tablet,0
IDvxNAt1o,17/01/17 13:22,1329329,321498,35368,90093962,f,Chrome,Desktop,0
IDNsHgvnG,10/01/17 17:54,6940011,209593,98552,70184594,b,Firefox,Mobile,0
IDkGczTjL,20/01/17 17:19,4370788,374666,30580,67147700,b,Mozilla,Desktop,0
ID1Dwowu7,11/01/17 08:43,5845898,185860,21407,53807073,b,Edge,Tablet,0
IDfRqB09t,13/01/17 13:33,8991127,729724,5602,72451969,b,Opera,,0
IDIX4lr7i,13/01/17 13:19,5104491,869059,14960,86084476,b,Edge,Tablet,0
ID514Mk89,20/01/17 15:27,,773592,10345,26461535,d,,Mobile,0
IDvkuHL88,16/01/17 03:35,1455668,568393,98552,16150900,a,Edge,Tablet,0
IDaNCw9id,11/01/17 19:09,7907735,488620,92704,93157824,b,Edge,Tablet,0
IDinHahDN,16/01/17 10:31,5741091,576141,12052,31388981,b,Edge,,0
IDNQqM4Or,13/01/17 10:34,8620909,325898,68847,37017006,f,,,0
IDXvvJSoA,17/01/17 17:21,3039169,668199,62949,77046603,b,Internet Explorer,,0
IDEAPn1GG,15/01/17 10:02,1595055,418658,93188,91553313,b,Firefox,,0
IDUOfuZtw,18/01/17 12:01,,363000,82877,13518921,f,Firefox,Mobile,0
IDc3sSXaT,15/01/17 18:40,3448596,458087,26849,49384126,b,Chrome,Desktop,0
IDEx45pto,12/01/17 16:17,80828,805279,6906,98830533,a,Google Chrome,,0
IDJfIDedT,14/01/17 10:39,5558685,423831,29183,42914671,f,Firefox,Mobile,0
IDEpLQKJD,17/01/17 11:55,4208074,144339,82877,67290861,f,Mozilla Firefox,,0
IDMC80fJQ,15/01/17 08:41,7180603,921333,17714,2050923,a,Internet Explorer,Tablet,0
IDdQOX9YE,15/01/17 16:31,5451948,258214,33949,23588197,a,Firefox,Mobile,0
ID7kqQHQy,17/01/17 11:48,1659400,290523,62416,37135965,e,Firefox,Mobile,0
ID475iVvM,13/01/17 09:55,5671724,98035,54916,27610874,a,Firefox,Mobile,0
IDkqkH1x0,17/01/17 11:26,5937331,401389,29183,49777864,e,Edge,,0
IDrJqnivV,19/01/17 10:26,7449153,846804,37815,27723861,a,Mozilla Firefox,Desktop,0
IDmwjKY22,17/01/17 16:28,128392,313693,6906,99510044,b,Edge,Tablet,0
IDFmb4s8s,12/01/17 11:48,,604151,68947,30860214,c,Opera,,0
IDaXL1Eb7,11/01/17 17:26,4989750,204391,48498,7122654,a,Firefox,,0
IDUqX6aPZ,18/01/17 17:14,1990030,397584,54343,4237811,b,Internet Explorer,Tablet,0
IDSM60Z33,20/01/17 07:53,3045478,328298,40339,43452411,b,Firefox,,0
IDLIQYsDU,13/01/17 11:19,8422088,885678,7169,26391770,b,Firefox,Mobile,0
IDGHpO83c,16/01/17 15:58,,89526,5602,60774669,a,Mozilla,Desktop,0
IDdSbHSUR,10/01/17 12:52,2138849,761428,17714,74363610,b,Firefox,Mobile,0
IDKLoo4Q7,16/01/17 13:07,,125781,42227,79055697,b,Mozilla Firefox,Desktop,0
IDLndSfbb,13/01/17 13:39,8123300,347683,45287,34211073,a,Edge,Tablet,0
IDR4lLWiO,20/01/17 11:27,2159756,471583,82877,38492160,e,Firefox,Mobile,0
IDTpDRvFq,13/01/17 17:58,,658278,6906,99510044,a,Google Chrome,Mobile,0
ID18prBCK,12/01/17 07:59,5893329,284950,30580,67147700,b,Mozilla Firefox,,0
IDytryKpN,10/01/17 15:31,599146,70601,80554,57977218,a,InternetExplorer,Desktop,0
IDvVxGzUY,18/01/17 09:36,172193,660295,34670,1569330,f,Edge,Tablet,0
IDD2eKcG2,14/01/17 09:55,5256000,798438,15912,55358028,a,Edge,Tablet,0
IDMh8Xz6Y,20/01/17 03:08,8574700,710307,40339,43452411,b,Edge,,0
IDJIyyfMO,18/01/17 17:23,6043955,899284,6906,99510044,b,Internet Explorer,,0
IDrg6NuaM,17/01/17 10:16,3270397,252522,73248,61940782,a,Firefox,Mobile,0
IDMQhwk5h,10/01/17 11:01,2124177,61633,15912,63767331,a,IE,Mobile,0
IDe45KevW,18/01/17 06:25,6966857,382869,40339,43452411,f,Firefox,Mobile,0
IDVWgXsR8,18/01/17 17:55,7390864,572249,42227,43770446,f,Safari,Tablet,0
IDEdYuJ9S,15/01/17 13:00,1580135,86129,10345,76234896,b,Firefox,Mobile,0
ID0GbqQrB,12/01/17 12:07,8698845,380852,86652,74363610,b,Google Chrome,Mobile,0
IDYFj9DDF,19/01/17 16:54,1783670,710319,53956,25113706,b,Edge,Tablet,0
IDfyRSEyi,17/01/17 11:26,9008871,959631,54916,7864011,b,Mozilla,Desktop,0
IDuGe7kTU,15/01/17 17:28,9458833,627461,30580,67147700,a,Edge,Tablet,0
