,ID,datetime,siteid,offerid,category,merchant,countrycode,browserid,devid,click
6350,IDC8dczGJ,14/01/17 13:20,9979141.0,404828,8467,43770446,b,Mozilla Firefox,Desktop,0
6351,ID2Bzypgt,13/01/17 07:09,7683496.0,955753,1678,87903766,a,Edge,Tablet,0
6352,IDh2q2bga,11/01/17 18:45,7183160.0,894991,93286,23341324,f,Mozilla Firefox,Mobile,0
6353,IDkCOxKPf,13/01/17 14:29,3127527.0,687962,3643,555603,b,Mozilla Firefox,Desktop,0
6354,IDNrAXkuH,17/01/17 13:07,1651433.0,516162,17714,26391770,f,Mozilla Firefox,Desktop,0
6355,ID7QM00Jn,20/01/17 08:42,2573866.0,591349,904,26391770,c,Google Chrome,Mobile,1
6356,IDWuBSfA4,14/01/17 09:31,985841.0,185109,89522,27578501,f,Mozilla Firefox,Desktop,0
6357,IDqEN6dZZ,15/01/17 10:32,3319754.0,823716,53956,52437512,b,Edge,Tablet,0
6358,IDZlhSQQS,14/01/17 09:46,1317027.0,305778,42227,73900798,b,Mozilla Firefox,Mobile,0
6359,IDJ0rsZwf,16/01/17 07:03,4004907.0,770825,40339,10518559,b,Mozilla Firefox,Mobile,0
6360,ID7HSZg04,13/01/17 17:17,8871385.0,522954,44388,20301556,a,Mozilla Firefox,Mobile,0
6361,IDQ59Tqd3,11/01/17 15:19,437252.0,507111,904,58604466,b,Mozilla Firefox,Desktop,0
6362,IDq5HaeVv,17/01/17 08:24,7268035.0,96912,57860,26461535,a,Internet Explorer,Mobile,0
6363,IDBtcLRMp,17/01/17 17:19,3055868.0,599103,34670,6171136,b,Mozilla Firefox,Desktop,0
6364,IDjlvZiJ9,20/01/17 13:57,5289524.0,880801,45620,31388981,d,Edge,Tablet,0
6365,IDhngfEUU,11/01/17 19:25,3460654.0,758229,48498,55358028,a,Edge,Tablet,0
6366,IDXe7w70F,10/01/17 15:41,-1.0,771899,12211,8730209,b,Edge,Tablet,0
6367,IDXle8Qnj,13/01/17 17:27,8724038.0,578229,23576,1434817,a,Mozilla Firefox,Mobile,0
6368,IDAARJCBz,20/01/17 16:13,6754937.0,191878,75547,27723861,a,Mozilla Firefox,Desktop,0
6369,IDZbywrIs,10/01/17 18:33,5496860.0,717851,54313,20301556,a,Mozilla Firefox,Desktop,0
6370,IDYIWbo0P,12/01/17 13:46,8789141.0,850782,68947,35888759,a,Edge,Tablet,0
6371,ID2WZUDyB,15/01/17 15:42,1298541.0,671414,80554,61940782,f,Mozilla Firefox,Mobile,0
6372,IDFMAG2mZ,20/01/17 07:49,790013.0,559660,35046,54630329,b,Mozilla Firefox,Desktop,0
6373,IDkivSQkh,20/01/17 10:59,4633311.0,369084,97863,87807327,b,Google Chrome,Desktop,0
6374,ID228iHl4,20/01/17 15:56,6969078.0,866606,6906,71165566,b,Mozilla Firefox,Desktop,0
6375,IDvzn7NmY,20/01/17 12:18,2361387.0,331553,82877,21873352,b,Edge,Tablet,0
6376,IDvZL5UAa,15/01/17 11:39,3508174.0,717234,24888,81758577,b,Edge,Tablet,0
6377,IDFYDU42Q,12/01/17 16:34,3206387.0,200587,9764,38167569,d,Internet Explorer,Desktop,0
6378,IDVi3uuZX,11/01/17 09:49,5867975.0,641127,41640,37135965,b,Mozilla Firefox,Mobile,0
6379,ID6cY6Uq6,11/01/17 14:53,8946231.0,538581,49810,40965804,e,Mozilla Firefox,Mobile,0
6380,IDsPf0SJV,10/01/17 16:41,3084763.0,479106,54916,12817537,c,Google Chrome,Mobile,1
6381,IDrxzTTLy,19/01/17 10:02,9368047.0,381409,93188,91553313,b,Mozilla Firefox,Desktop,0
6382,IDuanwRSY,15/01/17 11:54,8885998.0,426097,41706,4000296,d,Edge,Tablet,0
6383,IDiqrnEh6,20/01/17 12:59,3844689.0,462032,15912,55358028,f,Google Chrome,Mobile,0
6384,IDs2IJINB,13/01/17 16:37,2002379.0,25575,30580,67147700,c,Mozilla Firefox,Desktop,0
6385,IDopV54kI,12/01/17 14:12,1520516.0,387472,6906,98830533,b,Edge,Tablet,0
6386,IDKhhnL5m,17/01/17 13:56,6357104.0,486750,46450,47079934,b,Mozilla Firefox,Mobile,0
6387,IDc2avuxx,17/01/17 13:37,2420347.0,332242,40339,43452411,f,Mozilla Firefox,Desktop,0
6388,IDKwxblTq,16/01/17 17:52,2423231.0,874770,14345,7122654,b,Mozilla Firefox,Desktop,0
6389,IDohGOvdd,19/01/17 03:05,-1.0,570769,6906,71165566,a,Mozilla Firefox,Mobile,0
6390,ID8kjSOZG,17/01/17 16:33,9092530.0,357263,34670,87807327,a,Edge,Tablet,0
6391,IDtcJIQxN,13/01/17 10:46,7691097.0,867227,25491,15961717,b,Edge,Tablet,0
6392,IDNbBscSN,17/01/17 05:08,3032554.0,537426,34670,46997962,b,Edge,Tablet,0
6393,IDOEsim2e,14/01/17 13:09,1163682.0,364577,73248,83960204,b,Mozilla Firefox,Mobile,0
6394,IDP1HkG0n,20/01/17 10:07,7607465.0,654139,48498,11945063,b,Edge,Tablet,0
6395,IDolpWWHb,18/01/17 14:38,273318.0,701343,15124,11945063,a,Mozilla Firefox,Mobile,0
6396,IDUTgOJf9,14/01/17 14:43,6343746.0,271990,45620,31388981,a,Mozilla Firefox,Desktop,0
6397,IDs7WKHnS,14/01/17 15:02,3334963.0,363576,8414,26391770,b,Edge,Tablet,0
6398,IDl1ol72g,10/01/17 09:33,7446180.0,224051,30580,67147700,d,Edge,Tablet,0
6399,IDo8nwLRK,15/01/17 15:38,4444076.0,631376,1678,76522512,a,Edge,Tablet,0
6400,IDT73hl5m,17/01/17 17:58,9310835.0,546454,54916,7864011,b,Mozilla Firefox,Desktop,0
6401,IDxuOQpRq,15/01/17 03:59,7790051.0,436545,11987,74363610,e,Mozilla Firefox,Mobile,0
6402,IDA5inbiV,17/01/17 08:31,6562346.0,975931,40339,49384126,f,Internet Explorer,Tablet,0
6403,IDMImBjL3,16/01/17 07:08,3646474.0,33127,97863,43770446,b,Edge,Tablet,0
6404,IDl4LmY0l,14/01/17 09:46,7979638.0,630141,10345,26461535,b,Mozilla Firefox,Desktop,0
6405,IDNDd8d07,20/01/17 10:47,4063350.0,484544,21380,42296429,b,Mozilla Firefox,Desktop,0
6406,ID1trFJcb,16/01/17 15:34,3477867.0,444585,22023,48644561,b,Mozilla Firefox,Mobile,0
6407,IDwIueOwS,12/01/17 14:03,4286291.0,826014,93286,59651778,c,Mozilla Firefox,Desktop,0
6408,IDPGtbTLc,16/01/17 15:58,8847506.0,984582,33638,26391770,a,Google Chrome,Mobile,0
6409,IDsqO87ke,18/01/17 03:11,6702332.0,843918,10327,74868704,b,Mozilla Firefox,Mobile,0
6410,IDZkxM3YM,15/01/17 12:35,8055191.0,847551,70409,15961717,a,Edge,Tablet,0
6411,IDNuIkOHW,15/01/17 18:03,1007379.0,327820,41706,16943535,f,Google Chrome,Mobile,0
6412,IDQ6MaCaS,13/01/17 09:46,8476510.0,387954,70424,2050923,b,Mozilla Firefox,Mobile,0
6413,IDioIEqW9,13/01/17 10:40,-1.0,933947,70409,18243870,e,Edge,Tablet,0
6414,IDdKexYK3,13/01/17 12:04,9229809.0,535152,41706,4000296,d,Safari,Tablet,0
6415,IDX3AUUsw,20/01/17 13:24,-1.0,486520,17714,26391770,a,Mozilla Firefox,Desktop,0
6416,IDum5HyVP,15/01/17 11:51,7750860.0,550575,40339,43452411,b,Mozilla Firefox,Mobile,0
6417,IDAiP4DUd,16/01/17 11:35,-1.0,796201,11837,21416560,b,Edge,Tablet,0
6418,IDXA9kUXD,12/01/17 10:56,4488235.0,848658,6906,98830533,a,Edge,Tablet,0
6419,IDovJDwr8,19/01/17 08:42,446359.0,468558,70424,91553313,a,Mozilla Firefox,Desktop,0
6420,IDDLl1z0J,12/01/17 19:05,6223191.0,921290,904,58604466,b,Mozilla Firefox,Desktop,0
6421,IDh7Bwz1d,11/01/17 19:54,3801148.0,845837,904,94350426,a,Internet Explorer,Tablet,0
6422,IDS5yQhuP,11/01/17 17:44,4075829.0,918165,81229,56546102,b,Google Chrome,Mobile,0
6423,IDchOb7Mo,14/01/17 12:47,-1.0,921822,34670,83909736,b,Edge,Tablet,0
6424,IDDxqzlVn,14/01/17 14:37,3325794.0,865118,6906,99510044,b,Edge,Tablet,0
6425,IDPXOX5Ly,11/01/17 14:37,7838124.0,823127,904,2050923,a,Mozilla Firefox,Mobile,0
6426,IDhylg9Zq,12/01/17 09:20,2318630.0,415112,9764,13742268,f,Mozilla Firefox,Mobile,0
6427,IDUGhfwix,18/01/17 09:09,1466152.0,395130,73248,83960204,b,Google Chrome,Mobile,0
6428,IDNw2hjD7,16/01/17 17:25,2033668.0,618047,97807,26391770,d,Edge,Tablet,0
6429,IDon7NKuO,16/01/17 03:35,1455668.0,711163,98552,17990842,b,Mozilla Firefox,Mobile,0
6430,IDiFtWeVf,14/01/17 11:24,574349.0,783534,6906,99510044,a,Mozilla Firefox,Mobile,0
6431,IDQbvcnZi,17/01/17 14:16,1240112.0,185482,34670,41475976,e,Mozilla Firefox,Mobile,0
6432,IDnXEIJUP,11/01/17 19:34,3766727.0,174625,66786,20301556,a,Edge,Tablet,0
6433,IDGmeHdre,13/01/17 16:11,4829050.0,861467,12211,87903766,a,Internet Explorer,Desktop,0
6434,IDaxxTHyx,20/01/17 11:14,1009372.0,35485,53956,91553313,b,Edge,Tablet,0
6435,IDRNcrYYV,17/01/17 11:18,36994.0,240105,6906,99510044,c,Mozilla Firefox,Mobile,0
6436,IDui5fijX,10/01/17 18:25,-1.0,29535,89522,47079934,b,Internet Explorer,Tablet,0
6437,ID23uYi4r,14/01/17 08:56,2024679.0,168626,2053,27723861,e,Edge,Tablet,0
6438,IDAsjUQrB,10/01/17 17:15,3011623.0,100734,12052,39507200,a,Mozilla Firefox,Mobile,0
6439,IDwL5nVWy,13/01/17 14:45,7076009.0,334658,71441,7122654,e,Mozilla Firefox,Mobile,0
6440,IDr7YZGFz,18/01/17 12:53,-1.0,290131,6906,99510044,b,Mozilla Firefox,Desktop,0
6441,IDoLZVvCY,10/01/17 11:00,9759069.0,877673,33287,46997962,a,Google Chrome,Desktop,0
6442,IDJfaVqb1,19/01/17 09:40,-1.0,351624,34670,87807327,b,Mozilla Firefox,Desktop,0
6443,IDyWYKof7,14/01/17 12:19,-1.0,560138,41640,29916445,a,Edge,Tablet,0
6444,ID8ZowmEA,20/01/17 14:08,7175116.0,475791,6906,99510044,d,Mozilla Firefox,Mobile,0
6445,IDXwKgnhk,17/01/17 10:10,4432342.0,564594,93286,90093962,a,Mozilla Firefox,Mobile,0
6446,ID7MIg4ng,12/01/17 16:07,9746090.0,165720,45620,54630329,b,Mozilla Firefox,Mobile,0
6447,ID6Nfkfqc,20/01/17 09:00,2975912.0,667117,6436,78365183,b,Mozilla Firefox,Mobile,0
6448,IDsDmQ4vt,13/01/17 10:33,576099.0,126039,17714,74363610,b,Mozilla Firefox,Mobile,0
6449,IDO2gkiRl,17/01/17 15:18,9065089.0,77724,82877,38492160,f,Mozilla Firefox,Desktop,0
6450,IDdYbBnWU,12/01/17 14:56,8525045.0,96992,1069,98332604,b,Mozilla Firefox,Mobile,0
6451,IDZ1KXkaa,19/01/17 17:30,6548453.0,266346,28416,2316522,b,Edge,Tablet,0
6452,IDSeWrZxu,13/01/17 11:54,8720884.0,982018,22023,48644561,b,Internet Explorer,Mobile,0
6453,IDm5h4SV0,18/01/17 10:22,2817379.0,242330,40339,68646414,c,Internet Explorer,Tablet,1
6454,ID0yjdBnm,17/01/17 03:24,9242795.0,20410,6906,99510044,a,Mozilla Firefox,Mobile,0
6455,ID0Sss8U9,19/01/17 16:22,2205591.0,382869,40339,43452411,b,Mozilla Firefox,Desktop,0
6456,IDJVX7CNu,16/01/17 11:32,-1.0,903986,35046,54630329,b,Mozilla Firefox,Desktop,0
6457,ID1wuNpB4,18/01/17 06:16,8635209.0,557298,81229,49384126,a,Mozilla Firefox,Mobile,0
6458,IDGn0lRgH,17/01/17 15:50,-1.0,435639,42227,96823930,b,Mozilla Firefox,Mobile,0
6459,IDP47zAVj,16/01/17 14:37,1187545.0,352041,92704,54526992,b,Google Chrome,Mobile,0
6460,IDo85Wei4,12/01/17 10:04,6181675.0,991604,42227,43770446,b,Mozilla Firefox,Mobile,0
6461,IDtK9Umk2,18/01/17 17:34,9129289.0,1737,6906,71165566,b,Mozilla Firefox,Mobile,0
6462,IDd0sHQia,16/01/17 13:37,238506.0,330936,34670,1569330,b,Edge,Tablet,0
6463,IDuGE3zas,10/01/17 10:04,6925231.0,675079,15912,27578501,e,Mozilla Firefox,Desktop,0
6464,IDLxMZoFA,15/01/17 17:49,9737606.0,792430,35046,54630329,a,Google Chrome,Mobile,0
6465,ID7wWYMdW,17/01/17 10:46,-1.0,369679,6906,99510044,b,Google Chrome,Desktop,0
6466,IDMLeSSnO,14/01/17 13:36,-1.0,421273,6906,99510044,b,Mozilla Firefox,Mobile,0
6467,IDNUfB4qI,10/01/17 08:36,4280636.0,403324,73362,86409024,b,Mozilla Firefox,Mobile,0
6468,IDt3NmXmU,17/01/17 11:17,3270397.0,338351,73248,61940782,f,Safari,Mobile,0
6469,IDy0gpjMK,15/01/17 14:30,5570608.0,817705,82877,67290861,a,Internet Explorer,Desktop,0
6470,IDma0VLgY,16/01/17 08:21,8842913.0,963610,40339,83172146,f,Mozilla Firefox,Desktop,0
6471,ID0qoUPxK,20/01/17 17:32,387798.0,608768,82877,38492160,e,Edge,Tablet,0
6472,IDmL3e7EC,10/01/17 18:24,641700.0,845646,49810,57977218,a,Mozilla Firefox,Mobile,0
6473,IDBnfKtNc,11/01/17 09:30,9792677.0,78358,84974,74699062,f,Mozilla Firefox,Mobile,0
6474,ID3sVnfJ4,17/01/17 10:09,2817379.0,381325,40339,90276693,b,Mozilla Firefox,Mobile,0
6475,ID9THliZx,12/01/17 08:48,5127798.0,189161,37055,7864011,a,Mozilla Firefox,Desktop,0
6476,IDQ9AVqFI,14/01/17 12:22,7802137.0,545783,10345,64511164,e,Edge,Tablet,0
6477,IDmcuOl8Y,13/01/17 12:32,365285.0,660194,93286,46997962,b,Mozilla Firefox,Mobile,0
6478,IDwKweebn,14/01/17 09:03,4207667.0,950856,70191,72780377,b,Mozilla Firefox,Mobile,0
6479,IDDv6SqbD,19/01/17 17:30,2275510.0,785835,36768,78406516,b,Edge,Tablet,0
6480,IDPsy7Xk8,19/01/17 11:53,338595.0,337531,68947,5716520,d,Mozilla Firefox,Desktop,0
6481,IDFRwMime,11/01/17 17:23,7340673.0,631737,9764,8837581,b,Mozilla Firefox,Mobile,0
6482,IDx1NDG8u,20/01/17 08:15,6476133.0,398705,97863,3156697,c,Google Chrome,Desktop,0
6483,ID5hreoN7,12/01/17 08:47,5232557.0,968610,80554,61940782,b,Mozilla Firefox,Mobile,0
6484,ID9iqbHYc,13/01/17 12:02,6611810.0,619645,54125,7122654,f,Edge,Tablet,0
6485,IDNELsm1V,15/01/17 18:38,-1.0,736255,10345,26461535,e,Mozilla Firefox,Mobile,0
6486,IDKFpz4CD,18/01/17 07:07,-1.0,181687,54916,7864011,b,Edge,Tablet,0
6487,IDHJGI810,17/01/17 09:26,7374270.0,492974,70409,43770446,a,Mozilla Firefox,Desktop,0
6488,IDfHVXNDj,10/01/17 14:44,7039056.0,948593,20322,95302954,d,Mozilla Firefox,Desktop,0
6489,IDp4xItGb,10/01/17 07:13,3556204.0,471916,10345,33683592,a,Internet Explorer,Desktop,0
6490,ID1r5xzPo,19/01/17 13:20,3048096.0,335840,72276,18243870,a,Edge,Tablet,0
6491,ID95EYVto,14/01/17 07:48,7641490.0,622531,8467,37135965,b,Edge,Tablet,0
6492,IDiYFmWDm,15/01/17 13:37,9104165.0,20505,34670,78365183,a,Edge,Tablet,0
6493,ID3j6vJd7,13/01/17 15:24,6112735.0,994302,20665,2835657,f,Mozilla Firefox,Mobile,0
6494,IDRxXN6Ft,14/01/17 11:44,296190.0,329041,97863,56008048,a,Internet Explorer,Desktop,0
6495,IDeSC87Nb,12/01/17 12:53,1837492.0,511794,95113,65017662,b,Edge,Tablet,0
6496,IDHU5q0RU,12/01/17 12:40,6850014.0,944984,41706,4000296,a,Mozilla Firefox,Mobile,0
6497,IDZvDi5HF,20/01/17 15:38,974060.0,836930,15912,7864011,b,Mozilla Firefox,Mobile,0
6498,IDpePbyPV,20/01/17 11:56,-1.0,520445,84974,78683718,b,Mozilla Firefox,Mobile,0
6499,IDbVi48sn,19/01/17 12:09,-1.0,916921,30580,74868704,a,Mozilla Firefox,Mobile,0
6500,ID2QN6lzv,16/01/17 17:14,9981460.0,266445,45620,31388981,f,Internet Explorer,Desktop,1
6501,ID3SCmVt0,17/01/17 13:02,1092681.0,372905,11837,56546102,b,Mozilla Firefox,Desktop,0
6502,IDSN6S65z,16/01/17 17:54,4448494.0,964141,74263,27723861,a,Edge,Tablet,0
6503,ID3g7uBtT,14/01/17 10:37,6877765.0,52145,80554,61940782,a,Edge,Tablet,0
6504,ID4WfCi3Y,18/01/17 15:33,9446253.0,149084,97863,87807327,b,Edge,Tablet,0
6505,IDPnQOczD,19/01/17 15:48,1402501.0,707835,15124,99558603,b,Google Chrome,Desktop,0
6506,IDIKM53iU,11/01/17 11:51,7206262.0,884471,33638,13789995,b,Edge,Tablet,0
6507,IDFjjb6VJ,20/01/17 03:13,7680259.0,777615,30580,67147700,b,Google Chrome,Mobile,0
6508,IDrYe4D8e,15/01/17 13:03,218236.0,983490,35046,54630329,d,Internet Explorer,Desktop,1
6509,IDTlgyHhp,20/01/17 12:18,6726314.0,538799,42227,18243870,c,Mozilla Firefox,Desktop,0
6510,IDHdA3WNN,20/01/17 12:10,7614195.0,984724,93286,46997962,c,Mozilla Firefox,Desktop,0
6511,IDEUqj63f,12/01/17 17:48,4081703.0,234464,54343,3638268,a,Mozilla Firefox,Desktop,0
6512,ID9HxWuc1,17/01/17 09:58,2056877.0,883466,40339,43452411,a,Mozilla Firefox,Mobile,0
6513,IDWhyRXlv,18/01/17 17:47,8839483.0,874390,42227,49384126,e,Edge,Tablet,0
6514,IDPL5Qrpc,14/01/17 16:19,7962836.0,58217,49810,43526789,f,Opera,Mobile,0
6515,IDLdHnZZC,13/01/17 08:39,5784025.0,180230,62949,77046603,c,Edge,Tablet,0
6516,ID1VzWAKy,14/01/17 12:34,2733519.0,12836,6906,71165566,b,Mozilla Firefox,Mobile,0
6517,IDLCxQZyh,10/01/17 11:47,2540469.0,257577,904,74363610,b,Mozilla Firefox,Desktop,0
6518,ID1nodpdr,20/01/17 17:34,4413262.0,765999,97863,21117437,b,Google Chrome,Desktop,0
6519,ID8NwqIa2,12/01/17 09:01,4611110.0,30856,95113,65017662,a,Edge,Tablet,0
6520,IDc05aDmF,15/01/17 12:32,3636407.0,751449,1678,43526789,b,Mozilla Firefox,Mobile,0
6521,IDpWhxOQF,12/01/17 12:16,9030343.0,25853,6906,99510044,c,Internet Explorer,Desktop,1
6522,IDYj42iQk,14/01/17 15:48,5597219.0,442112,82396,9556126,a,Edge,Tablet,0
6523,IDXyr2pKQ,11/01/17 09:36,4400507.0,963697,23576,16150900,a,Google Chrome,Mobile,0
6524,ID442Z6Cb,18/01/17 16:38,4720945.0,950577,41706,79906734,b,Edge,Tablet,0
6525,IDyjXLY5Y,16/01/17 11:32,8004125.0,718206,9764,50595884,b,Mozilla Firefox,Desktop,0
6526,IDs6O31zo,14/01/17 16:50,4836001.0,570609,2053,27723861,a,Internet Explorer,Desktop,0
6527,IDIEbcCgs,13/01/17 12:17,6823313.0,781508,93286,47079934,b,Google Chrome,Mobile,0
6528,IDPTPGgTI,18/01/17 11:20,7033740.0,181252,40339,50706198,b,Mozilla Firefox,Mobile,0
6529,IDcammwPq,14/01/17 10:59,4462174.0,740299,904,74363610,a,Mozilla Firefox,Mobile,0
6530,IDXbpQxT9,17/01/17 17:06,7950015.0,198769,93286,16370981,b,Mozilla Firefox,Mobile,0
6531,IDWudHbec,15/01/17 08:58,3998456.0,434772,26962,77896159,b,Internet Explorer,Desktop,0
6532,IDtJKyBVE,12/01/17 14:55,1052123.0,332242,40339,43452411,c,Mozilla Firefox,Mobile,0
6533,IDuWON7xz,18/01/17 12:04,-1.0,726166,40339,43452411,d,Edge,Tablet,0
6534,ID8PNHVZ0,14/01/17 10:06,1011570.0,655548,41706,60761242,f,Internet Explorer,Desktop,1
6535,IDGMj0Znt,12/01/17 09:53,9225765.0,925133,97863,3156697,b,Mozilla Firefox,Mobile,0
6536,IDtaAtY49,13/01/17 15:00,745170.0,555929,92902,555603,b,Internet Explorer,Mobile,0
6537,IDD8QnN7o,11/01/17 15:12,437252.0,915890,98552,17990842,e,Edge,Tablet,0
6538,IDiBGYk2S,13/01/17 12:30,8769838.0,462162,42227,21153737,b,Google Chrome,Desktop,0
6539,IDDD5G9ml,11/01/17 12:00,6539087.0,883466,40339,43452411,b,Mozilla Firefox,Mobile,0
6540,ID8MNWbwn,18/01/17 10:54,9124633.0,330122,95113,65017662,b,Edge,Tablet,0
6541,IDiUhE0yk,10/01/17 18:42,2444167.0,418940,71833,26391770,b,Google Chrome,Desktop,0
6542,IDhmDeQOL,13/01/17 11:23,9417206.0,1856,42227,96823930,f,Internet Explorer,Tablet,0
6543,IDnJYVXE7,13/01/17 14:30,3805448.0,567476,40339,7181598,b,Mozilla Firefox,Mobile,0
6544,IDofcsE7H,12/01/17 09:51,5266579.0,385568,14345,555603,c,Internet Explorer,Desktop,1
6545,IDuibo7tQ,16/01/17 06:36,6653282.0,164428,2053,27723861,a,Edge,Tablet,0
6546,IDnl8eCYl,14/01/17 10:37,-1.0,230026,8467,88843407,d,Google Chrome,Mobile,0
6547,IDf7jLkIG,16/01/17 08:39,5600819.0,60641,48498,55358028,b,Google Chrome,Mobile,0
6548,IDZZ3yjG6,11/01/17 17:28,8436374.0,678918,6906,99510044,f,Mozilla Firefox,Mobile,0
6549,IDFQHmqpN,20/01/17 07:36,-1.0,192865,87732,18481500,a,Google Chrome,Mobile,0
6550,IDnEMb17H,11/01/17 02:04,8639660.0,222952,17714,74363610,e,Mozilla Firefox,Mobile,0
6551,IDEE5AOXh,10/01/17 14:07,9321865.0,231427,17714,26391770,c,Internet Explorer,Desktop,1
6552,IDjWdcm2m,15/01/17 03:51,-1.0,172237,42227,70821774,e,Safari,Tablet,0
6553,IDdOgEVIe,20/01/17 12:05,4399871.0,831197,904,26391770,e,Internet Explorer,Tablet,0
6554,IDOdpB0r1,16/01/17 10:58,8417535.0,94808,56811,67147700,a,Mozilla Firefox,Mobile,0
6555,IDdx1CBUn,15/01/17 13:52,4606668.0,367568,68947,30860214,e,Internet Explorer,Tablet,0
6556,IDmrNLSdA,18/01/17 12:36,2964525.0,461355,68847,73725102,d,Mozilla Firefox,Mobile,0
6557,IDzGGS9jd,19/01/17 09:47,884877.0,79790,33949,64322853,a,Google Chrome,Mobile,0
6558,IDoUslmvv,17/01/17 11:12,8487315.0,126095,25085,51368560,b,Edge,Tablet,0
6559,ID24HeUch,11/01/17 18:04,1411750.0,343309,48498,55358028,a,Edge,Tablet,0
6560,ID29j1IOg,13/01/17 13:08,7400214.0,743279,36768,67290861,f,Mozilla Firefox,Mobile,0
6561,IDapv3LVf,14/01/17 16:18,5891821.0,582426,43897,37236044,b,Internet Explorer,Desktop,0
6562,IDuBt8jna,15/01/17 12:29,-1.0,298611,12211,55358028,a,Mozilla Firefox,Mobile,0
6563,IDKqaEucJ,14/01/17 15:35,4519529.0,816915,40339,37135965,e,Internet Explorer,Desktop,0
6564,IDFLxBQE4,16/01/17 16:09,2991315.0,267929,97863,36994522,a,Mozilla Firefox,Desktop,0
6565,IDREudLwR,18/01/17 12:47,3309232.0,426643,45620,31388981,b,Mozilla Firefox,Mobile,0
6566,IDrHl5Lkd,20/01/17 07:54,7930294.0,10962,42227,32738053,b,Edge,Tablet,0
6567,IDxnpp5lK,12/01/17 12:41,8100093.0,507254,99914,20301556,a,Edge,Tablet,0
6568,ID81zwX81,11/01/17 17:53,31976.0,407943,33287,46997962,b,Edge,Tablet,0
6569,ID2Mt5HnU,10/01/17 17:19,9482895.0,407715,93286,90093962,b,Edge,Tablet,0
6570,IDX1AebHV,16/01/17 13:54,3076543.0,32732,97863,36994522,b,Mozilla Firefox,Desktop,0
6571,IDxrFHmq1,14/01/17 04:19,6522950.0,916940,95113,65017662,a,Mozilla Firefox,Desktop,0
6572,ID7W5qIBh,19/01/17 13:14,6071100.0,723301,54343,4237811,a,Edge,Tablet,0
6573,IDjHO3n84,13/01/17 16:17,1048780.0,861728,96313,555603,e,Mozilla Firefox,Desktop,0
6574,IDaPeI1xQ,11/01/17 12:00,4335132.0,249111,74802,82291592,a,Google Chrome,Mobile,0
6575,ID9hokA2X,16/01/17 12:59,396018.0,763821,80554,57977218,e,Safari,Tablet,0
6576,IDFAiEttM,14/01/17 13:38,7624518.0,142476,68847,58604466,a,Mozilla Firefox,Mobile,0
6577,IDymPyMjf,18/01/17 17:49,1271943.0,128097,23576,51854755,a,Google Chrome,Desktop,0
6578,IDsYukkqw,12/01/17 11:04,5258810.0,443578,25015,26391770,c,Edge,Tablet,0
6579,IDm2j7NZ7,15/01/17 14:52,8417535.0,582634,95113,99770433,f,Mozilla Firefox,Mobile,0
6580,IDYGORAtt,12/01/17 15:56,8163225.0,915183,82877,38492160,b,Mozilla Firefox,Mobile,0
6581,IDUCwRMUq,10/01/17 11:56,7205236.0,764393,73248,13742268,b,Mozilla Firefox,Mobile,0
6582,IDqJFgPfo,15/01/17 14:29,7172113.0,93224,8467,30860214,b,Edge,Tablet,0
6583,IDwJz3R51,15/01/17 10:28,8943024.0,676607,6906,99510044,b,Google Chrome,Desktop,0
6584,IDXh0vLtd,14/01/17 16:46,7830931.0,865736,68947,30860214,f,Mozilla Firefox,Desktop,0
6585,IDaSkFnMn,12/01/17 16:13,6632959.0,22617,92704,93157824,b,Edge,Tablet,0
6586,IDiOTVoW2,16/01/17 12:51,8459881.0,36053,96184,64322853,a,Mozilla Firefox,Mobile,0
6587,IDRWH1bR1,19/01/17 13:31,2079628.0,655081,82396,7122654,a,Mozilla Firefox,Desktop,0
6588,IDMsVW6sM,17/01/17 16:01,6509164.0,7029,62809,29916445,b,Internet Explorer,Desktop,0
6589,IDjSy9dP4,12/01/17 09:22,8058897.0,730268,48498,81968512,d,Mozilla Firefox,Mobile,0
6590,IDKDn9zmY,17/01/17 17:48,9990785.0,737973,42227,18243870,b,Mozilla Firefox,Mobile,0
6591,IDyDMbs7j,13/01/17 13:12,1690046.0,68434,26962,7122654,b,Edge,Tablet,0
6592,IDXFvjtcR,16/01/17 11:09,9346297.0,362016,34670,87807327,c,Internet Explorer,Desktop,1
6593,IDaBq1MWs,20/01/17 10:39,7467355.0,516908,10345,33683592,f,Mozilla Firefox,Mobile,0
6594,IDTCrds39,12/01/17 14:58,8010239.0,783279,48498,35888759,f,Mozilla Firefox,Mobile,0
6595,IDklvFhSo,19/01/17 07:44,-1.0,567495,87895,7122654,a,Edge,Tablet,0
6596,IDjvJVViq,14/01/17 11:31,9753688.0,932695,98552,15961717,a,Google Chrome,Mobile,0
6597,IDiNtMswx,12/01/17 14:34,7629740.0,856320,10345,17777318,a,Edge,Tablet,0
6598,IDuWgPH52,17/01/17 10:32,6432558.0,417568,56811,26391770,c,Edge,Tablet,0
6599,IDUyHMUvW,18/01/17 16:27,4836001.0,78823,25491,46512126,b,Edge,Tablet,0
6600,IDrZT22aA,11/01/17 19:16,7238068.0,162752,904,58604466,a,Mozilla Firefox,Desktop,0
6601,IDwcHJhRS,17/01/17 17:00,4757704.0,988395,40339,37135965,b,Edge,Tablet,0
6602,IDDvFn0bk,11/01/17 06:25,3665704.0,139562,42227,96823930,b,Edge,Tablet,0
